,noc_code,X,occupation,employment,median.income,mean.income,geography,nchar,remote_work
15226,6564,44425,        6564 Other personal service occupations,0,0,0,Nunavut [1],4,1
15227,6564,4449,        6564 Other personal service occupations,0,0,0,Greater Sudbury / Grand Sudbury,4,1
15228,6564,44417,        6564 Other personal service occupations,30,0,0,London,4,1
15229,6564,44434,        6564 Other personal service occupations,35,0,0,Québec,4,1
15230,6564,44429,        6564 Other personal service occupations,35,0,0,Ottawa - Gatineau (Ontario part / partie de l'Ontario),4,1
15231,6564,444,        6564 Other personal service occupations,10,0,0,Abbotsford - Mission,4,1
15232,6564,44421,        6564 Other personal service occupations,50,23166,25207,New Brunswick / Nouveau-Brunswick,4,1
15233,6564,44422,        6564 Other personal service occupations,0,0,0,Newfoundland and Labrador / Terre-Neuve-et-Labrador,4,1
15234,6564,44419,        6564 Other personal service occupations,15,0,0,Moncton,4,1
15235,6564,44427,        6564 Other personal service occupations,15,0,0,Oshawa,4,1
15236,6564,44418,        6564 Other personal service occupations,55,10841,12186,Manitoba,4,1
15237,6564,4441,        6564 Other personal service occupations,335,12690,19805,Alberta [1],4,1
15238,6564,44444,        6564 Other personal service occupations,345,11134,14682,Toronto,4,1
15239,6564,44440,        6564 Other personal service occupations,25,0,0,Sherbrooke,4,1
15240,6564,44411,        6564 Other personal service occupations,35,0,0,Halifax,4,1
15241,6564,44439,        6564 Other personal service occupations,20,0,0,Saskatoon,4,1
15242,6564,44438,        6564 Other personal service occupations,60,6940,11981,Saskatchewan,4,1
15243,6564,44413,        6564 Other personal service occupations,0,0,0,Kelowna,4,1
15244,6564,44414,        6564 Other personal service occupations,10,0,0,Kingston,4,1
15245,6564,44423,        6564 Other personal service occupations,0,0,0,Northwest Territories / Territoires du Nord-Ouest [1],4,1
15246,6564,44412,        6564 Other personal service occupations,50,0,0,Hamilton,4,1
15247,6564,44416,        6564 Other personal service occupations,10,0,0,Lethbridge,4,1
15248,6564,44437,        6564 Other personal service occupations,10,0,0,Saint John,4,1
15249,6564,44420,        6564 Other personal service occupations,205,11231,14011,Montréal [1],4,1
15250,6611,44733,        6611 Cashiers,95690,10137,12170,Quebec / QuÈbec [1],4,0
15251,6611,44726,        6611 Cashiers,130140,9474,12282,Ontario [1],4,0
15252,6611,44750,        6611 Cashiers,335,12310,16776,Yukon [1],4,0
15253,6611,44723,        6611 Cashiers,540,8206,15223,Northwest Territories / Territoires du Nord-Ouest [1],4,0
15254,6611,44724,        6611 Cashiers,12295,9734,11897,Nova Scotia / Nouvelle-…cosse,4,0
15255,6611,4471,        6611 Cashiers,39305,10780,14868,Alberta [1],4,0
15256,6611,44727,        6611 Cashiers,3780,8965,11349,Oshawa,4,0
15257,6611,44731,        6611 Cashiers,1430,10386,13090,Peterborough,4,0
15258,6611,44743,        6611 Cashiers,1275,9980,11808,Thunder Bay,4,0
15259,6611,44745,        6611 Cashiers,2200,10020,11800,Trois-Rivières,4,0
15260,6611,4472,        6611 Cashiers,1985,9269,12939,Barrie,4,0
15261,6611,4479,        6611 Cashiers,1895,8845,11965,Greater Sudbury / Grand Sudbury,4,0
15262,6611,4477,        6611 Cashiers,364095,10054,13002,Canada,4,0
15263,6611,44746,        6611 Cashiers,22570,10825,15337,Vancouver [1],4,0
15264,6611,44734,        6611 Cashiers,9645,9595,11941,Québec,4,0
15265,6611,44741,        6611 Cashiers,5000,11058,13593,St. Catharines - Niagara,4,0
15266,6611,4475,        6611 Cashiers,44195,11094,15200,British Columbia / Colombie-Britannique [1],4,0
15267,6611,44749,        6611 Cashiers,6670,11161,14052,Winnipeg,4,0
15268,6611,4473,        6611 Cashiers,1235,8201,10869,Belleville,4,0
15269,6611,447,        6611 Cashiers,1990,10571,15234,Abbotsford - Mission,4,0
15270,6611,44719,        6611 Cashiers,2065,9828,11998,Moncton,4,0
15271,6611,44714,        6611 Cashiers,1740,8765,12535,Kingston,4,0
15272,6611,44717,        6611 Cashiers,4630,9140,11815,London,4,0
15273,6611,44712,        6611 Cashiers,7650,8558,11344,Hamilton,4,0
15274,6611,44725,        6611 Cashiers,795,6408,10077,Nunavut [1],4,0
15275,6611,44715,        6611 Cashiers,4910,8967,11132,Kitchener - Cambridge - Waterloo,4,0
15276,6611,44747,        6611 Cashiers,3135,10632,14892,Victoria [1],4,0
15277,6611,4474,        6611 Cashiers,1375,10502,12762,Brantford [1],4,0
15278,6611,44748,        6611 Cashiers,3240,10410,12879,Windsor,4,0
15279,6611,44736,        6611 Cashiers,2200,11207,12420,Saguenay,4,0
15280,6611,44722,        6611 Cashiers,7755,10339,12890,Newfoundland and Labrador / Terre-Neuve-et-Labrador,4,0
15281,6611,44739,        6611 Cashiers,2835,11801,15332,Saskatoon,4,0
15282,6611,44730,        6611 Cashiers,4060,9859,12392,Ottawa - Gatineau (partie du Québec / Quebec part),4,0
15283,6611,44744,        6611 Cashiers,52075,9879,12739,Toronto,4,0
15284,6611,44713,        6611 Cashiers,1850,10777,13878,Kelowna,4,0
15285,6611,44732,        6611 Cashiers,2045,9206,11332,Prince Edward Island / Œle-du-Prince-…douard,4,0
15286,6611,44740,        6611 Cashiers,2850,10274,12049,Sherbrooke,4,0
15287,6611,44729,        6611 Cashiers,9760,8043,11155,Ottawa - Gatineau (Ontario part / partie de l'Ontario),4,0
15288,6611,44742,        6611 Cashiers,2785,9286,12131,St. John's,4,0
15289,6611,44720,        6611 Cashiers,45340,10017,12031,Montréal [1],4,0
15290,6611,4478,        6611 Cashiers,13485,10824,15192,Edmonton,4,0
15291,6611,44718,        6611 Cashiers,10665,10934,14018,Manitoba,4,0
15292,6611,44735,        6611 Cashiers,2345,10469,14511,Regina,4,0
15293,6611,4476,        6611 Cashiers,13185,10799,14984,Calgary,4,0
15294,6611,44710,        6611 Cashiers,1485,8811,11060,Guelph,4,0
15295,6611,44738,        6611 Cashiers,10185,11083,15095,Saskatchewan,4,0
15296,6611,44728,        6611 Cashiers,13815,8568,11518,Ottawa - Gatineau,4,0
15297,6611,44716,        6611 Cashiers,1060,11034,14691,Lethbridge,4,0
15298,6611,44737,        6611 Cashiers,1610,9512,11566,Saint John,4,0
15299,6611,44721,        6611 Cashiers,10135,9562,11875,New Brunswick / Nouveau-Brunswick,4,0
15300,6611,44711,        6611 Cashiers,4690,9274,11433,Halifax,4,0
15301,6621,4497,        6621 Service station attendants,18865,12525,17662,Canada,4,0
15302,6621,4494,        6621 Service station attendants,50,17167,20029,Brantford [1],4,0
15303,6621,44919,        6621 Service station attendants,75,13672,19644,Moncton,4,0
15304,6621,44923,        6621 Service station attendants,70,13962,22605,Northwest Territories / Territoires du Nord-Ouest [1],4,0
15305,6621,44926,        6621 Service station attendants,5365,12530,17462,Ontario [1],4,0
15306,6621,4491,        6621 Service station attendants,2435,13501,24069,Alberta [1],4,0
15307,6621,44945,        6621 Service station attendants,60,9040,9383,Trois-Rivières,4,0
15308,6621,44950,        6621 Service station attendants,50,13660,26937,Yukon [1],4,0
15309,6621,4492,        6621 Service station attendants,90,7521,11044,Barrie,4,0
15310,6621,44915,        6621 Service station attendants,160,16047,21576,Kitchener - Cambridge - Waterloo,4,0
15311,6621,44927,        6621 Service station attendants,95,18098,17800,Oshawa,4,0
15312,6621,44944,        6621 Service station attendants,1175,17938,22794,Toronto,4,0
15313,6621,44941,        6621 Service station attendants,170,18155,19776,St. Catharines - Niagara,4,0
15314,6621,44913,        6621 Service station attendants,70,12361,13709,Kelowna,4,0
15315,6621,44910,        6621 Service station attendants,35,11656,15302,Guelph,4,0
15316,6621,44930,        6621 Service station attendants,90,14979,13443,Ottawa - Gatineau (partie du Québec / Quebec part),4,0
15317,6621,44933,        6621 Service station attendants,3570,11877,15358,Quebec / QuÈbec [1],4,0
15318,6621,44918,        6621 Service station attendants,1555,11439,14246,Manitoba,4,0
15319,6621,4496,        6621 Service station attendants,660,12625,22476,Calgary,4,0
15320,6621,44917,        6621 Service station attendants,105,16075,17647,London,4,0
15321,6621,44920,        6621 Service station attendants,975,15503,20163,Montréal [1],4,0
15322,6621,44942,        6621 Service station attendants,65,15057,14398,St. John's,4,0
15323,6621,44940,        6621 Service station attendants,60,9363,11321,Sherbrooke,4,0
15324,6621,4493,        6621 Service station attendants,70,11077,15124,Belleville,4,0
15325,6621,44948,        6621 Service station attendants,60,15508,15095,Windsor,4,0
15326,6621,44929,        6621 Service station attendants,310,15488,17699,Ottawa - Gatineau (Ontario part / partie de l'Ontario),4,0
15327,6621,44912,        6621 Service station attendants,105,18529,19766,Hamilton,4,0
15328,6621,44936,        6621 Service station attendants,100,12016,11738,Saguenay,4,0
15329,6621,449,        6621 Service station attendants,115,16831,19256,Abbotsford - Mission,4,0
15330,6621,44911,        6621 Service station attendants,180,13487,17286,Halifax,4,0
15331,6621,44914,        6621 Service station attendants,95,11282,17271,Kingston,4,0
15332,6621,44921,        6621 Service station attendants,535,13018,16992,New Brunswick / Nouveau-Brunswick,4,0
15333,6621,44924,        6621 Service station attendants,650,13905,17020,Nova Scotia / Nouvelle-…cosse,4,0
15334,6621,44946,        6621 Service station attendants,645,13151,23075,Vancouver [1],4,0
15335,6621,44949,        6621 Service station attendants,600,12113,15221,Winnipeg,4,0
15336,6621,4499,        6621 Service station attendants,140,10972,13215,Greater Sudbury / Grand Sudbury,4,0
15337,6621,44925,        6621 Service station attendants,75,14688,16823,Nunavut [1],4,0
15338,6621,44943,        6621 Service station attendants,125,13037,17690,Thunder Bay,4,0
15339,6621,44928,        6621 Service station attendants,395,15130,16772,Ottawa - Gatineau,4,0
15340,6621,44935,        6621 Service station attendants,285,17301,20431,Regina,4,0
15341,6621,44932,        6621 Service station attendants,130,12589,18894,Prince Edward Island / Œle-du-Prince-…douard,4,0
15342,6621,44939,        6621 Service station attendants,310,11851,13744,Saskatoon,4,0
15343,6621,44937,        6621 Service station attendants,60,15833,25386,Saint John,4,0
15344,6621,44916,        6621 Service station attendants,70,9874,15797,Lethbridge,4,0
15345,6621,44938,        6621 Service station attendants,1940,11793,15513,Saskatchewan,4,0
15346,6621,44934,        6621 Service station attendants,205,10399,13759,Québec,4,0
15347,6621,44922,        6621 Service station attendants,445,15056,18535,Newfoundland and Labrador / Terre-Neuve-et-Labrador,4,0
15348,6621,4498,        6621 Service station attendants,575,19335,29228,Edmonton,4,0
15349,6621,44947,        6621 Service station attendants,200,14507,19948,Victoria [1],4,0
15350,6621,4495,        6621 Service station attendants,2045,13897,18989,British Columbia / Colombie-Britannique [1],4,0
15351,6621,44931,        6621 Service station attendants,95,13461,17586,Peterborough,4,0
15352,6622,4501,"        6622 Store shelf stockers, clerks and order fillers",21245,18097,22196,Alberta [1],4,0.25
15353,6622,45010,"        6622 Store shelf stockers, clerks and order fillers",1005,13317,19125,Guelph,4,0.25
15354,6622,45036,"        6622 Store shelf stockers, clerks and order fillers",915,14316,16870,Saguenay,4,0.25
15355,6622,45015,"        6622 Store shelf stockers, clerks and order fillers",3130,13443,18959,Kitchener - Cambridge - Waterloo,4,0.25
15356,6622,4505,"        6622 Store shelf stockers, clerks and order fillers",22965,15819,20190,British Columbia / Colombie-Britannique [1],4,0.25
15357,6622,45043,"        6622 Store shelf stockers, clerks and order fillers",670,16316,18586,Thunder Bay,4,0.25
15358,6622,45021,"        6622 Store shelf stockers, clerks and order fillers",3830,15731,17060,New Brunswick / Nouveau-Brunswick,4,0.25
15359,6622,4504,"        6622 Store shelf stockers, clerks and order fillers",855,13122,19238,Brantford [1],4,0.25
15360,6622,4507,"        6622 Store shelf stockers, clerks and order fillers",189935,14547,18442,Canada,4,0.25
15361,6622,45030,"        6622 Store shelf stockers, clerks and order fillers",1980,14221,16663,Ottawa - Gatineau (partie du Québec / Quebec part),4,0.25
15362,6622,45025,"        6622 Store shelf stockers, clerks and order fillers",390,9440,13670,Nunavut [1],4,0.25
15363,6622,45029,"        6622 Store shelf stockers, clerks and order fillers",4615,13201,16225,Ottawa - Gatineau (Ontario part / partie de l'Ontario),4,0.25
15364,6622,4502,"        6622 Store shelf stockers, clerks and order fillers",1195,17886,20795,Barrie,4,0.25
15365,6622,45011,"        6622 Store shelf stockers, clerks and order fillers",2010,15222,17146,Halifax,4,0.25
15366,6622,45026,"        6622 Store shelf stockers, clerks and order fillers",68980,13786,18005,Ontario [1],4,0.25
15367,6622,45014,"        6622 Store shelf stockers, clerks and order fillers",800,14750,18150,Kingston,4,0.25
15368,6622,45033,"        6622 Store shelf stockers, clerks and order fillers",52910,13913,16951,Quebec / QuÈbec [1],4,0.25
15369,6622,45023,"        6622 Store shelf stockers, clerks and order fillers",305,11249,17323,Northwest Territories / Territoires du Nord-Ouest [1],4,0.25
15370,6622,45035,"        6622 Store shelf stockers, clerks and order fillers",1280,15723,19294,Regina,4,0.25
15371,6622,45037,"        6622 Store shelf stockers, clerks and order fillers",570,17121,17902,Saint John,4,0.25
15372,6622,45047,"        6622 Store shelf stockers, clerks and order fillers",1990,16079,18713,Victoria [1],4,0.25
15373,6622,4506,"        6622 Store shelf stockers, clerks and order fillers",7355,21046,24350,Calgary,4,0.25
15374,6622,45049,"        6622 Store shelf stockers, clerks and order fillers",3755,17729,20572,Winnipeg,4,0.25
15375,6622,45050,"        6622 Store shelf stockers, clerks and order fillers",130,10619,18902,Yukon [1],4,0.25
15376,6622,45024,"        6622 Store shelf stockers, clerks and order fillers",4585,14888,16823,Nova Scotia / Nouvelle-…cosse,4,0.25
15377,6622,45045,"        6622 Store shelf stockers, clerks and order fillers",970,14183,16048,Trois-Rivières,4,0.25
15378,6622,45016,"        6622 Store shelf stockers, clerks and order fillers",675,18150,20970,Lethbridge,4,0.25
15379,6622,45019,"        6622 Store shelf stockers, clerks and order fillers",885,17649,19283,Moncton,4,0.25
15380,6622,45032,"        6622 Store shelf stockers, clerks and order fillers",750,13839,15258,Prince Edward Island / Œle-du-Prince-…douard,4,0.25
15381,6622,45031,"        6622 Store shelf stockers, clerks and order fillers",725,14086,17788,Peterborough,4,0.25
15382,6622,4509,"        6622 Store shelf stockers, clerks and order fillers",910,12934,16767,Greater Sudbury / Grand Sudbury,4,0.25
15383,6622,45034,"        6622 Store shelf stockers, clerks and order fillers",5280,14186,17441,Québec,4,0.25
15384,6622,45027,"        6622 Store shelf stockers, clerks and order fillers",2240,15185,20004,Oshawa,4,0.25
15385,6622,45046,"        6622 Store shelf stockers, clerks and order fillers",11305,16506,21051,Vancouver [1],4,0.25
15386,6622,45038,"        6622 Store shelf stockers, clerks and order fillers",5425,15335,19164,Saskatchewan,4,0.25
15387,6622,45022,"        6622 Store shelf stockers, clerks and order fillers",2685,15266,18110,Newfoundland and Labrador / Terre-Neuve-et-Labrador,4,0.25
15388,6622,45039,"        6622 Store shelf stockers, clerks and order fillers",1360,18764,23187,Saskatoon,4,0.25
15389,6622,45041,"        6622 Store shelf stockers, clerks and order fillers",2185,14053,16404,St. Catharines - Niagara,4,0.25
15390,6622,45018,"        6622 Store shelf stockers, clerks and order fillers",5740,15379,19029,Manitoba,4,0.25
15391,6622,4503,"        6622 Store shelf stockers, clerks and order fillers",645,13904,16442,Belleville,4,0.25
15392,6622,450,"        6622 Store shelf stockers, clerks and order fillers",1045,18653,23513,Abbotsford - Mission,4,0.25
15393,6622,45017,"        6622 Store shelf stockers, clerks and order fillers",2380,14721,18203,London,4,0.25
15394,6622,45028,"        6622 Store shelf stockers, clerks and order fillers",6595,13341,16357,Ottawa - Gatineau,4,0.25
15395,6622,45012,"        6622 Store shelf stockers, clerks and order fillers",4115,10909,15777,Hamilton,4,0.25
15396,6622,45048,"        6622 Store shelf stockers, clerks and order fillers",1385,14406,17407,Windsor,4,0.25
15397,6622,4508,"        6622 Store shelf stockers, clerks and order fillers",7150,18743,22658,Edmonton,4,0.25
15398,6622,45013,"        6622 Store shelf stockers, clerks and order fillers",1055,14625,18782,Kelowna,4,0.25
15399,6622,45020,"        6622 Store shelf stockers, clerks and order fillers",26735,13860,17286,Montréal [1],4,0.25
15400,6622,45044,"        6622 Store shelf stockers, clerks and order fillers",29170,14760,19238,Toronto,4,0.25
15401,6622,45040,"        6622 Store shelf stockers, clerks and order fillers",1415,13583,16365,Sherbrooke,4,0.25
15402,6622,45042,"        6622 Store shelf stockers, clerks and order fillers",1150,15584,19343,St. John's,4,0.25
15403,6623,45151,        6623 Other sales related occupations,400,16410,25409,Saguenay,4,0.5
15404,6623,45139,        6623 Other sales related occupations,550,20584,32722,Ottawa - Gatineau (partie du Québec / Quebec part),4,0.5
15405,6623,45110,        6623 Other sales related occupations,1385,12314,31242,Calgary,4,0.5
15406,6623,45179,        6623 Other sales related occupations,15,0,0,Yukon [1],4,0.5
15407,6623,45173,        6623 Other sales related occupations,240,7074,12940,Victoria [1],4,0.5
15408,6623,4517,        6623 Other sales related occupations,110,17935,23794,Brantford [1],4,0.5
15409,6623,4515,        6623 Other sales related occupations,105,6899,18413,Belleville,4,0.5
15410,6623,45149,        6623 Other sales related occupations,240,12228,18267,Regina,4,0.5
15411,6623,45128,        6623 Other sales related occupations,1015,11460,18234,Nova Scotia / Nouvelle-…cosse,4,0.5
15412,6623,45125,        6623 Other sales related occupations,830,16055,23688,New Brunswick / Nouveau-Brunswick,4,0.5
15413,6623,45155,        6623 Other sales related occupations,790,8802,17172,Saskatchewan,4,0.5
15414,6623,45177,        6623 Other sales related occupations,845,8395,17176,Winnipeg,4,0.5
15415,6623,4513,        6623 Other sales related occupations,285,12533,16158,Barrie,4,0.5
15416,6623,45127,        6623 Other sales related occupations,0,0,0,Northwest Territories / Territoires du Nord-Ouest [1],4,0.5
15417,6623,4511,        6623 Other sales related occupations,3695,11322,25105,Alberta [1],4,0.5
15418,6623,45129,        6623 Other sales related occupations,10,0,0,Nunavut [1],4,0.5
15419,6623,45145,        6623 Other sales related occupations,18755,18976,30400,Quebec / QuÈbec [1],4,0.5
15420,6623,45121,        6623 Other sales related occupations,595,14402,26305,London,4,0.5
15421,6623,4519,        6623 Other sales related occupations,4055,9915,19535,British Columbia / Colombie-Britannique [1],4,0.5
15422,6623,45111,        6623 Other sales related occupations,43295,14126,25352,Canada,4,0.5
15423,6623,45112,        6623 Other sales related occupations,1295,11611,23745,Edmonton,4,0.5
15424,6623,45114,        6623 Other sales related occupations,95,13741,23156,Guelph,4,0.5
15425,6623,45153,        6623 Other sales related occupations,135,11698,17789,Saint John,4,0.5
15426,6623,45116,        6623 Other sales related occupations,900,11849,19480,Hamilton,4,0.5
15427,6623,45175,        6623 Other sales related occupations,325,4210,8944,Windsor,4,0.5
15428,6623,45117,        6623 Other sales related occupations,195,3809,12285,Kelowna,4,0.5
15429,6623,45124,        6623 Other sales related occupations,10470,18025,31139,Montréal [1],4,0.5
15430,6623,45119,        6623 Other sales related occupations,400,10082,20806,Kitchener - Cambridge - Waterloo,4,0.5
15431,6623,45167,        6623 Other sales related occupations,5500,12496,24767,Toronto,4,0.5
15432,6623,45165,        6623 Other sales related occupations,65,6360,20489,Thunder Bay,4,0.5
15433,6623,45120,        6623 Other sales related occupations,120,6789,11201,Lethbridge,4,0.5
15434,6623,45123,        6623 Other sales related occupations,210,15242,19637,Moncton,4,0.5
15435,6623,45135,        6623 Other sales related occupations,1510,14448,25438,Ottawa - Gatineau,4,0.5
15436,6623,45131,        6623 Other sales related occupations,12635,11578,21813,Ontario [1],4,0.5
15437,6623,45115,        6623 Other sales related occupations,525,12498,22093,Halifax,4,0.5
15438,6623,45113,        6623 Other sales related occupations,195,9450,27168,Greater Sudbury / Grand Sudbury,4,0.5
15439,6623,45163,        6623 Other sales related occupations,135,15585,27870,St. John's,4,0.5
15440,6623,45143,        6623 Other sales related occupations,65,12204,13423,Prince Edward Island / Œle-du-Prince-…douard,4,0.5
15441,6623,45159,        6623 Other sales related occupations,580,17570,25253,Sherbrooke,4,0.5
15442,6623,45157,        6623 Other sales related occupations,240,7600,15579,Saskatoon,4,0.5
15443,6623,45133,        6623 Other sales related occupations,395,7314,15567,Oshawa,4,0.5
15444,6623,45122,        6623 Other sales related occupations,1220,8261,17072,Manitoba,4,0.5
15445,6623,45169,        6623 Other sales related occupations,325,13818,22091,Trois-Rivières,4,0.5
15446,6623,451,        6623 Other sales related occupations,115,12212,24249,Abbotsford - Mission,4,0.5
15447,6623,45118,        6623 Other sales related occupations,120,3119,9548,Kingston,4,0.5
15448,6623,45137,        6623 Other sales related occupations,960,10555,21248,Ottawa - Gatineau (Ontario part / partie de l'Ontario),4,0.5
15449,6623,45161,        6623 Other sales related occupations,480,9964,13877,St. Catharines - Niagara,4,0.5
15450,6623,45141,        6623 Other sales related occupations,130,11938,19515,Peterborough,4,0.5
15451,6623,45126,        6623 Other sales related occupations,210,11419,25789,Newfoundland and Labrador / Terre-Neuve-et-Labrador,4,0.5
15452,6623,45147,        6623 Other sales related occupations,1950,19812,30674,Québec,4,0.5
15453,6623,45171,        6623 Other sales related occupations,2535,12060,22610,Vancouver [1],4,0.5
15454,6711,45450,"        6711 Food counter attendants, kitchen helpers and related support occupations",420,15572,21366,Yukon [1],4,0
15455,6711,4547,"        6711 Food counter attendants, kitchen helpers and related support occupations",405770,10258,14109,Canada,4,0
15456,6711,4545,"        6711 Food counter attendants, kitchen helpers and related support occupations",58925,9958,13798,British Columbia / Colombie-Britannique [1],4,0
15457,6711,45421,"        6711 Food counter attendants, kitchen helpers and related support occupations",8595,11067,13674,New Brunswick / Nouveau-Brunswick,4,0
15458,6711,45418,"        6711 Food counter attendants, kitchen helpers and related support occupations",13830,10374,13690,Manitoba,4,0
15459,6711,45433,"        6711 Food counter attendants, kitchen helpers and related support occupations",81950,10206,13313,Quebec / QuÈbec [1],4,0
15460,6711,45449,"        6711 Food counter attendants, kitchen helpers and related support occupations",9330,10994,13617,Winnipeg,4,0
15461,6711,454,"        6711 Food counter attendants, kitchen helpers and related support occupations",2210,9483,12428,Abbotsford - Mission,4,0
15462,6711,45419,"        6711 Food counter attendants, kitchen helpers and related support occupations",1910,10946,13266,Moncton,4,0
15463,6711,4543,"        6711 Food counter attendants, kitchen helpers and related support occupations",1420,10478,13219,Belleville,4,0
15464,6711,45443,"        6711 Food counter attendants, kitchen helpers and related support occupations",1630,10099,14246,Thunder Bay,4,0
15465,6711,45410,"        6711 Food counter attendants, kitchen helpers and related support occupations",2170,8714,11996,Guelph,4,0
15466,6711,4549,"        6711 Food counter attendants, kitchen helpers and related support occupations",2330,11207,14294,Greater Sudbury / Grand Sudbury,4,0
15467,6711,45426,"        6711 Food counter attendants, kitchen helpers and related support occupations",162045,9923,13775,Ontario [1],4,0
15468,6711,45422,"        6711 Food counter attendants, kitchen helpers and related support occupations",5355,11014,16941,Newfoundland and Labrador / Terre-Neuve-et-Labrador,4,0
15469,6711,45423,"        6711 Food counter attendants, kitchen helpers and related support occupations",310,18347,26934,Northwest Territories / Territoires du Nord-Ouest [1],4,0
15470,6711,4541,"        6711 Food counter attendants, kitchen helpers and related support occupations",48795,11179,16138,Alberta [1],4,0
15471,6711,45441,"        6711 Food counter attendants, kitchen helpers and related support occupations",6765,8931,12620,St. Catharines - Niagara,4,0
15472,6711,4544,"        6711 Food counter attendants, kitchen helpers and related support occupations",2010,9953,14181,Brantford [1],4,0
15473,6711,4546,"        6711 Food counter attendants, kitchen helpers and related support occupations",17255,10726,15190,Calgary,4,0
15474,6711,45425,"        6711 Food counter attendants, kitchen helpers and related support occupations",215,11264,18641,Nunavut [1],4,0
15475,6711,4542,"        6711 Food counter attendants, kitchen helpers and related support occupations",3060,8596,11075,Barrie,4,0
15476,6711,45445,"        6711 Food counter attendants, kitchen helpers and related support occupations",1600,10446,13113,Trois-Rivières,4,0
15477,6711,4548,"        6711 Food counter attendants, kitchen helpers and related support occupations",16610,11628,17002,Edmonton,4,0
15478,6711,45428,"        6711 Food counter attendants, kitchen helpers and related support occupations",13710,9590,13179,Ottawa - Gatineau,4,0
15479,6711,45427,"        6711 Food counter attendants, kitchen helpers and related support occupations",4980,9630,13184,Oshawa,4,0
15480,6711,45447,"        6711 Food counter attendants, kitchen helpers and related support occupations",5300,10875,14393,Victoria [1],4,0
15481,6711,45438,"        6711 Food counter attendants, kitchen helpers and related support occupations",11950,12751,16655,Saskatchewan,4,0
15482,6711,45448,"        6711 Food counter attendants, kitchen helpers and related support occupations",4335,8630,12346,Windsor,4,0
15483,6711,45439,"        6711 Food counter attendants, kitchen helpers and related support occupations",3925,11956,15553,Saskatoon,4,0
15484,6711,45424,"        6711 Food counter attendants, kitchen helpers and related support occupations",11500,10772,13829,Nova Scotia / Nouvelle-…cosse,4,0
15485,6711,45444,"        6711 Food counter attendants, kitchen helpers and related support occupations",61595,10774,14721,Toronto,4,0
15486,6711,45416,"        6711 Food counter attendants, kitchen helpers and related support occupations",1675,11058,13245,Lethbridge,4,0
15487,6711,45417,"        6711 Food counter attendants, kitchen helpers and related support occupations",7190,9742,13096,London,4,0
15488,6711,45431,"        6711 Food counter attendants, kitchen helpers and related support occupations",1755,9752,14289,Peterborough,4,0
15489,6711,45432,"        6711 Food counter attendants, kitchen helpers and related support occupations",1880,8743,13052,Prince Edward Island / Œle-du-Prince-…douard,4,0
15490,6711,45436,"        6711 Food counter attendants, kitchen helpers and related support occupations",1615,10206,13158,Saguenay,4,0
15491,6711,45435,"        6711 Food counter attendants, kitchen helpers and related support occupations",2940,12338,16070,Regina,4,0
15492,6711,45440,"        6711 Food counter attendants, kitchen helpers and related support occupations",2420,9344,12724,Sherbrooke,4,0
15493,6711,45414,"        6711 Food counter attendants, kitchen helpers and related support occupations",2455,9693,14078,Kingston,4,0
15494,6711,45415,"        6711 Food counter attendants, kitchen helpers and related support occupations",7345,9058,12553,Kitchener - Cambridge - Waterloo,4,0
15495,6711,45446,"        6711 Food counter attendants, kitchen helpers and related support occupations",31305,10159,14060,Vancouver [1],4,0
15496,6711,45430,"        6711 Food counter attendants, kitchen helpers and related support occupations",3130,10315,13508,Ottawa - Gatineau (partie du Québec / Quebec part),4,0
15497,6711,45420,"        6711 Food counter attendants, kitchen helpers and related support occupations",41200,10625,13616,Montréal [1],4,0
15498,6711,45412,"        6711 Food counter attendants, kitchen helpers and related support occupations",10140,9569,13860,Hamilton,4,0
15499,6711,45413,"        6711 Food counter attendants, kitchen helpers and related support occupations",2790,9210,12825,Kelowna,4,0
15500,6711,45429,"        6711 Food counter attendants, kitchen helpers and related support occupations",10575,9407,13082,Ottawa - Gatineau (Ontario part / partie de l'Ontario),4,0
15501,6711,45434,"        6711 Food counter attendants, kitchen helpers and related support occupations",8965,10063,13529,Québec,4,0
15502,6711,45411,"        6711 Food counter attendants, kitchen helpers and related support occupations",5235,10286,13316,Halifax,4,0
15503,6711,45437,"        6711 Food counter attendants, kitchen helpers and related support occupations",1585,9470,12704,Saint John,4,0
15504,6711,45442,"        6711 Food counter attendants, kitchen helpers and related support occupations",2535,11263,15861,St. John's,4,0
15505,6721,45643,"        6721 Support occupations in accommodation, travel and facilities set-up services",20,0,0,Thunder Bay,4,0
15506,6721,4567,"        6721 Support occupations in accommodation, travel and facilities set-up services",6000,21679,25594,Canada,4,0
15507,6721,4563,"        6721 Support occupations in accommodation, travel and facilities set-up services",20,0,0,Belleville,4,0
15508,6721,45633,"        6721 Support occupations in accommodation, travel and facilities set-up services",1225,21746,25940,Quebec / QuÈbec [1],4,0
15509,6721,4566,"        6721 Support occupations in accommodation, travel and facilities set-up services",180,22054,27687,Calgary,4,0
15510,6721,45628,"        6721 Support occupations in accommodation, travel and facilities set-up services",230,11145,19161,Ottawa - Gatineau,4,0
15511,6721,45645,"        6721 Support occupations in accommodation, travel and facilities set-up services",10,0,0,Trois-Rivières,4,0
15512,6721,4561,"        6721 Support occupations in accommodation, travel and facilities set-up services",495,18213,23155,Alberta [1],4,0
15513,6721,45627,"        6721 Support occupations in accommodation, travel and facilities set-up services",25,0,0,Oshawa,4,0
